Ouverture de la DataFrame...    5.402 s
On ne garde que les données du centre...    0.965 s
On sépare par la Seine...    12.490 s
Clusterisation...    11.265 s
Sauvegarde sur la carte...    0.621 s
Terminé !
         15046718 function calls (15012641 primitive calls) in 30.981 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      180    0.000    0.000    0.005    0.000 generic.py:5210(_consolidate_inplace)
      180    0.000    0.000    0.004    0.000 generic.py:5213(f)
        2    0.000    0.000    0.000    0.000 generic.py:5240(_is_mixed_type)
        2    0.000    0.000    0.000    0.000 generic.py:5242(<lambda>)
        1    0.000    0.000    0.000    0.000 generic.py:5270(values)
        4    0.000    0.000    0.002    0.000 generic.py:5352(dtypes)
      361    0.003    0.000    0.119    0.000 generic.py:5395(astype)
       10    0.000    0.000    0.157    0.016 generic.py:5560(copy)
        6    0.000    0.000    0.000    0.000 generic.py:562(_set_axis)
        3    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       35    0.000    0.000    0.002    0.000 genericpath.py:39(isdir)
        2    0.000    0.000    0.000    0.000 genericpath.py:53(getmtime)
       24    0.000    0.000    0.000    0.000 geodataframe.py:162(__setattr__)
        8    0.000    0.000    0.006    0.001 geodataframe.py:86(__init__)
   315133    0.051    0.000    0.051    0.000 geos.py:581(errcheck_predicate)
        4    0.000    0.000    0.002    0.001 geoseries.py:102(__new__)
        4    0.000    0.000    0.000    0.000 geoseries.py:183(__init__)
       12    0.000    0.000    0.000    0.000 geoseries.py:191(geometry)
        4    0.000    0.000    0.000    0.000 groupby.py:1260(_obj_1d_constructor)
        4    0.000    0.000    0.016    0.004 groupby.py:1514(size)
        4    0.000    0.000    0.000    0.000 groupby.py:2672(_reindex_output)
        8    0.000    0.000    0.002    0.000 groupby.py:483(__init__)
        4    0.000    0.000    0.000    0.000 groupby.py:632(_selected_obj)
        4    0.000    0.000    0.000    0.000 groupby.py:697(__getattr__)
        4    0.000    0.000    0.438    0.110 groupby.py:825(apply)
        4    0.024    0.006    0.438    0.109 groupby.py:874(_python_apply_general)
        8    0.000    0.000    0.000    0.000 grouper.py:413(__init__)
       16    0.000    0.000    0.018    0.001 grouper.py:567(codes)
        8    0.000    0.000    0.000    0.000 grouper.py:573(result_index)
       20    0.000    0.000    0.000    0.000 grouper.py:579(group_index)
        8    0.000    0.000    0.018    0.002 grouper.py:586(_make_codes)
        8    0.000    0.000    0.002    0.000 grouper.py:610(get_grouper)
       16    0.000    0.000    0.000    0.000 grouper.py:712(<genexpr>)
       16    0.000    0.000    0.000    0.000 grouper.py:713(<genexpr>)
       16    0.000    0.000    0.000    0.000 grouper.py:714(<genexpr>)
        8    0.000    0.000    0.000    0.000 grouper.py:748(is_in_axis)
        8    0.000    0.000    0.000    0.000 grouper.py:761(is_in_obj)
        8    0.000    0.000    0.000    0.000 grouper.py:830(_is_label_like)
        8    0.000    0.000    0.000    0.000 grouper.py:834(_convert_grouper)
      683    0.001    0.000    0.001    0.000 idtracking.py:152(__init__)
      683    0.001    0.000    0.010    0.000 idtracking.py:155(_simple_visit)
      683    0.000    0.000    0.000    0.000 idtracking.py:210(__init__)
      683    0.001    0.000    0.001    0.000 idtracking.py:25(__init__)
      683    0.001    0.000    0.013    0.000 idtracking.py:37(analyze_node)
     1675    0.001    0.000    0.001    0.000 impl.py:56(__getitem__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:316(__getitem__)
      179    0.010    0.000    0.014    0.000 indexers.py:210(maybe_convert_indices)
      174    0.001    0.000    0.010    0.000 indexers.py:348(check_array_indexer)
      368    0.000    0.000    0.001    0.000 indexers.py:52(is_list_like_indexer)
      184    0.000    0.000    0.041    0.000 indexing.py:1042(_getitem_tuple)
      184    0.000    0.000    0.030    0.000 indexing.py:1057(_get_label)
      353    0.004    0.000    0.350    0.001 indexing.py:1078(_getitem_axis)
        9    0.000    0.000    0.000    0.000 indexing.py:2126(convert_to_index_sliceable)
      174    0.001    0.000    0.014    0.000 indexing.py:2151(check_bool_indexer)
      368    0.000    0.000    0.002    0.000 indexing.py:2258(is_label_like)
      353    0.001    0.000    0.001    0.000 indexing.py:237(loc)
        1    0.000    0.000    0.000    0.000 indexing.py:579(__call__)
      184    0.001    0.000    0.002    0.000 indexing.py:709(_is_nested_tuple_indexer)
      552    0.000    0.000    0.001    0.000 indexing.py:715(<genexpr>)
      184    0.002    0.000    0.040    0.000 indexing.py:757(_getitem_lowerdim)
      353    0.002    0.000    0.362    0.001 indexing.py:864(__getitem__)
      552    0.001    0.000    0.001    0.000 indexing.py:866(<genexpr>)
      169    0.001    0.000    0.310    0.002 indexing.py:893(_getbool_axis)
      184    0.000    0.000    0.000    0.000 indexing.py:913(_validate_key)
      184    0.001    0.000    0.002    0.000 indexing.py:925(_is_scalar_access)
      564    0.000    0.000    0.002    0.000 inference.py:185(is_array_like)
      377    0.001    0.000    0.003    0.000 inference.py:263(is_dict_like)
      781    0.000    0.000    0.001    0.000 inference.py:289(<genexpr>)
        1    0.000    0.000    0.000    0.000 inference.py:295(is_named_tuple)
     4077    0.002    0.000    0.003    0.000 inference.py:322(is_hashable)
        2    0.000    0.000    0.000    0.000 inference.py:360(is_sequence)
        5    0.000    0.000    0.002    0.000 inference.py:391(is_dataclass)
      361    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
     2049    0.002    0.000    0.003    0.000 lexer.py:265(__new__)
      683    0.002    0.000    0.045    0.000 lexer.py:327(__init__)
     1366    0.001    0.000    0.001    0.000 lexer.py:339(__bool__)
     1366    0.002    0.000    0.050    0.000 lexer.py:377(__next__)
      683    0.001    0.000    0.002    0.000 lexer.py:392(close)
      683    0.001    0.000    0.003    0.000 lexer.py:423(get_lexer)
      683    0.000    0.000    0.006    0.000 lexer.py:609(_normalize_newlines)
      683    0.001    0.000    0.046    0.000 lexer.py:613(tokenize)
     1366    0.003    0.000    0.045    0.000 lexer.py:618(wrap)
     1366    0.005    0.000    0.036    0.000 lexer.py:662(tokeniter)
        2    0.000    0.000    0.004    0.002 loaders.py:101(load)
        2    0.000    0.000    0.000    0.000 loaders.py:21(split_template_path)
        2    0.000    0.000    0.002    0.001 loaders.py:244(get_source)
        1    0.000    0.000    0.005    0.005 loaders.py:266(list_templates)
     12/1    0.000    0.000    0.005    0.005 loaders.py:277(_walk)
        8    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        8    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        8    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.000    0.000 managers.py:1008(iget_values)
        2    0.000    0.000    0.002    0.001 managers.py:1171(insert)
      179    0.001    0.000    0.398    0.002 managers.py:1247(reindex_indexer)
      178    0.001    0.000    0.371    0.002 managers.py:1293(<listcomp>)
        1    0.000    0.000    0.022    0.022 managers.py:1309(_slice_take_blocks_ax0)
      233    0.001    0.000    0.004    0.000 managers.py:132(__init__)
      233    0.001    0.000    0.001    0.000 managers.py:138(<listcomp>)
      179    0.007    0.000    0.445    0.002 managers.py:1436(take)
     1276    0.003    0.000    0.003    0.000 managers.py:1541(__init__)
      191    0.000    0.000    0.002    0.000 managers.py:156(from_blocks)
      355    0.001    0.000    0.002    0.000 managers.py:1562(from_blocks)
      549    0.002    0.000    0.036    0.000 managers.py:1573(from_array)
     3245    0.001    0.000    0.001    0.000 managers.py:1584(_block)
     1634    0.002    0.000    0.003    0.000 managers.py:1611(dtype)
       17    0.000    0.000    0.000    0.000 managers.py:1618(external_values)
      722    0.001    0.000    0.001    0.000 managers.py:1622(internal_values)
      392    0.000    0.000    0.014    0.000 managers.py:163(blknos)
       12    0.000    0.000    0.001    0.000 managers.py:1660(create_block_manager_from_blocks)
        9    0.000    0.000    0.046    0.005 managers.py:1684(create_block_manager_from_arrays)
       27    0.000    0.000    0.000    0.000 managers.py:1689(<genexpr>)
        9    0.000    0.000    0.046    0.005 managers.py:1724(form_blocks)
      388    0.000    0.000    0.000    0.000 managers.py:179(blklocs)
        8    0.000    0.000    0.000    0.000 managers.py:1793(<listcomp>)
        1    0.000    0.000    0.044    0.044 managers.py:1821(_simple_blockify)
        1    0.038    0.038    0.044    0.044 managers.py:1852(_stack_arrays)
        3    0.000    0.000    0.000    0.000 managers.py:1855(_asarray_compat)
        1    0.000    0.000    0.000    0.000 managers.py:1861(_shape_compat)
        1    0.000    0.000    0.003    0.003 managers.py:1898(_consolidate)
        6    0.000    0.000    0.000    0.000 managers.py:1903(<lambda>)
        2    0.001    0.001    0.002    0.001 managers.py:1915(_merge_blocks)
        1    0.000    0.000    0.000    0.000 managers.py:1930(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:1931(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:2017(_fast_count_smallints)
        1    0.000    0.000    0.000    0.000 managers.py:2024(_preprocess_slice_or_indexer)
      660    0.002    0.000    0.004    0.000 managers.py:212(shape)
     1980    0.001    0.000    0.003    0.000 managers.py:214(<genexpr>)
     1022    0.000    0.000    0.001    0.000 managers.py:216(ndim)
        6    0.000    0.000    0.000    0.000 managers.py:220(set_axis)
       34    0.000    0.000    0.000    0.000 managers.py:233(_is_single_block)
      205    0.006    0.000    0.013    0.000 managers.py:238(_rebuild_blknos_and_blklocs)
      415    0.000    0.000    0.000    0.000 managers.py:259(items)
        4    0.000    0.000    0.001    0.000 managers.py:263(get_dtypes)
        4    0.000    0.000    0.000    0.000 managers.py:264(<listcomp>)
      373    0.001    0.000    0.002    0.000 managers.py:309(__len__)
       38    0.000    0.000    0.001    0.000 managers.py:324(_verify_integrity)
      110    0.000    0.000    0.000    0.000 managers.py:326(<genexpr>)
      373    0.003    0.000    0.313    0.001 managers.py:369(apply)
      373    0.000    0.000    0.000    0.000 managers.py:388(<dictcomp>)
        1    0.000    0.000    0.052    0.052 managers.py:520(isna)
      361    0.001    0.000    0.106    0.000 managers.py:601(astype)
      562    0.000    0.000    0.001    0.000 managers.py:684(is_consolidated)
       30    0.000    0.000    0.000    0.000 managers.py:692(_consolidate_check)
       30    0.000    0.000    0.000    0.000 managers.py:693(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:697(is_mixed_type)
        3    0.000    0.000    0.000    0.000 managers.py:707(any_extension_types)
        6    0.000    0.000    0.000    0.000 managers.py:710(<genexpr>)
        4    0.000    0.000    0.000    0.000 managers.py:766(get_slice)
        4    0.000    0.000    0.000    0.000 managers.py:772(<listcomp>)
       10    0.000    0.000    0.156    0.016 managers.py:786(copy)
       20    0.000    0.000    0.000    0.000 managers.py:804(copy_func)
       10    0.000    0.000    0.000    0.000 managers.py:807(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:815(as_array)
      180    0.000    0.000    0.003    0.000 managers.py:970(consolidate)
      382    0.000    0.000    0.003    0.000 managers.py:986(_consolidate_inplace)
      372    0.003    0.000    0.021    0.000 managers.py:993(iget)
      168    0.001    0.000    0.025    0.000 map.py:273(__init__)
      168    0.001    0.000    0.235    0.001 map.py:300(render)
      335    0.004    0.000    0.033    0.000 map.py:337(__init__)
        1    0.000    0.000    0.000    0.000 map.py:35(__init__)
      335    0.002    0.000    0.238    0.001 map.py:364(render)
       16    0.000    0.000    0.000    0.000 merge.py:1067(_maybe_coerce_merge_keys)
       16    0.000    0.000    0.000    0.000 merge.py:1198(_validate_specification)
       48    0.000    0.000    0.000    0.000 merge.py:2053(_any)
       32    0.000    0.000    0.000    0.000 merge.py:2057(_validate_operand)
       16    0.000    0.000    0.010    0.001 merge.py:2071(_items_overlap_with_suffix)
       16    0.000    0.000    0.050    0.003 merge.py:57(merge)
       16    0.000    0.000    0.001    0.000 merge.py:576(__init__)
       16    0.000    0.000    0.049    0.003 merge.py:664(get_result)
       16    0.000    0.000    0.000    0.000 merge.py:740(_maybe_restore_index_levels)
       16    0.000    0.000    0.000    0.000 merge.py:775(_maybe_add_join_keys)
       16    0.000    0.000    0.003    0.000 merge.py:866(_get_join_info)
       16    0.000    0.000    0.000    0.000 merge.py:951(_get_merge_keys)
  532/531    0.001    0.000    0.054    0.000 missing.py:130(_isna)
      170    0.001    0.000    0.001    0.000 missing.py:136(dispatch_fill_zeros)
        2    0.000    0.000    0.052    0.026 missing.py:193(_isna_ndarraylike)
        1    0.000    0.000    0.052    0.052 missing.py:235(_isna_string_dtype)
        1    0.000    0.000    0.052    0.052 missing.py:255(notna)
      206    0.001    0.000    0.002    0.000 missing.py:358(array_equivalent)
       12    0.000    0.000    0.000    0.000 missing.py:456(_array_equivalent_object)
  532/531    0.001    0.000    0.055    0.000 missing.py:47(isna)
        9    0.000    0.000    0.000    0.000 missing.py:665(clean_reindex_fill_method)
        9    0.000    0.000    0.000    0.000 missing.py:75(clean_fill_method)
     1267    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
       35    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
       10    0.000    0.000    0.000    0.000 multiarray.py:468(can_cast)
      492    0.000    0.000    0.000    0.000 multiarray.py:634(result_type)
      447    0.000    0.000    0.000    0.000 multiarray.py:75(empty_like)
        6    0.000    0.000    0.000    0.000 multiarray.py:852(bincount)
      168    0.673    0.004    1.789    0.011 multipoint.py:155(geos_multipoint_from_py)
      168    0.001    0.000    1.791    0.011 multipoint.py:33(__init__)
        1    0.000    0.000    0.000    0.000 nanops.py:1258(_maybe_null_out)
        1    0.000    0.000    0.000    0.000 nanops.py:1290(check_below_min_count)
        5    0.000    0.000    0.000    0.000 nanops.py:168(_get_fill_value)
        5    0.000    0.000    0.000    0.000 nanops.py:193(_maybe_get_mask)
        5    0.000    0.000    0.000    0.000 nanops.py:237(_get_values)
        5    0.000    0.000    0.000    0.000 nanops.py:322(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 nanops.py:328(_wrap_results)
        4    0.000    0.000    0.000    0.000 nanops.py:396(nanany)
        1    0.000    0.000    0.003    0.003 nanops.py:470(nansum)
        4    0.000    0.000    0.000    0.000 nanops.py:57(check)
        1    0.000    0.000    0.003    0.003 nanops.py:61(_f)
        5    0.000    0.000    0.000    0.000 nanops.py:64(<genexpr>)
     2049    0.005    0.000    0.008    0.000 nodes.py:115(__init__)
    25954    0.010    0.000    0.011    0.000 nodes.py:137(iter_fields)
    21173    0.016    0.000    0.031    0.000 nodes.py:155(iter_child_nodes)
      683    0.000    0.000    0.009    0.000 nodes.py:168(find)
6147/2049    0.006    0.000    0.021    0.000 nodes.py:175(find_all)
      683    0.003    0.000    0.009    0.000 nodes.py:210(set_environment)
      683    0.001    0.000    0.001    0.000 nodes.py:543(as_const)
     2055    0.001    0.000    0.002    0.000 nodes.py:66(__init__)
      683    0.000    0.000    0.000    0.000 nodes.py:82(get_eval_context)
      283    0.001    0.000    0.001    0.000 ntpath.py:124(splitdrive)
        4    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
       53    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       53    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
       53    0.000    0.000    0.001    0.000 ntpath.py:77(join)
       18    0.000    0.000    0.000    0.000 numeric.py:105(_shallow_copy)
        8    0.000    0.000    0.000    0.000 numeric.py:1308(normalize_axis_tuple)
        8    0.000    0.000    0.000    0.000 numeric.py:1358(<listcomp>)
        4    0.000    0.000    0.000    0.000 numeric.py:1367(_moveaxis_dispatcher)
        4    0.000    0.000    0.000    0.000 numeric.py:1371(moveaxis)
        4    0.000    0.000    0.000    0.000 numeric.py:1434(<listcomp>)
      927    0.000    0.000    0.000    0.000 numeric.py:150(is_all_dates)
      492    0.000    0.000    0.000    0.000 numeric.py:2193(_isclose_dispatcher)
      492    0.006    0.000    0.046    0.000 numeric.py:2197(isclose)
      492    0.008    0.000    0.020    0.000 numeric.py:2274(within_tol)
       12    0.000    0.000    0.000    0.000 numeric.py:2313(_array_equal_dispatcher)
       12    0.000    0.000    0.000    0.000 numeric.py:2317(array_equal)
      344    0.000    0.000    0.000    0.000 numeric.py:237(inferred_type)
      820    0.004    0.000    0.014    0.000 numeric.py:268(full)
        8    0.000    0.000    0.000    0.000 numeric.py:50(__new__)
      447    0.000    0.000    0.000    0.000 numeric.py:71(_zeros_like_dispatcher)
      447    0.002    0.000    0.007    0.000 numeric.py:75(zeros_like)
       27    0.000    0.000    0.000    0.000 numeric.py:81(_validate_dtype)
     4272    0.004    0.000    0.006    0.000 numerictypes.py:286(issubclass_)
     2136    0.004    0.000    0.010    0.000 numerictypes.py:360(issubdtype)
        4    0.000    0.000    0.000    0.000 numerictypes.py:545(_can_coerce_all)
       20    0.000    0.000    0.000    0.000 numerictypes.py:554(<listcomp>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:569(find_common_type)
        2    0.000    0.000    0.000    0.000 numerictypes.py:621(<listcomp>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:622(<listcomp>)
      868    0.004    0.000    0.005    0.000 numpy_.py:162(__init__)
      699    0.001    0.000    0.002    0.000 numpy_.py:210(__array__)
      169    0.001    0.000    0.001    0.000 numpy_.py:414(to_numpy)
      868    0.001    0.000    0.001    0.000 numpy_.py:50(__init__)
       52    0.000    0.000    0.000    0.000 ops.py:107(groupings)
        4    0.000    0.000    0.007    0.002 ops.py:136(_get_splitter)
        4    0.000    0.000    0.000    0.000 ops.py:156(_get_group_keys)
        4    0.000    0.000    0.412    0.103 ops.py:165(apply)
        8    0.000    0.000    0.018    0.002 ops.py:237(codes)
        8    0.000    0.000    0.018    0.002 ops.py:239(<listcomp>)
        4    0.000    0.000    0.000    0.000 ops.py:241(levels)
        4    0.000    0.000    0.000    0.000 ops.py:243(<listcomp>)
        8    0.000    0.000    0.000    0.000 ops.py:245(names)
        8    0.000    0.000    0.000    0.000 ops.py:247(<listcomp>)
        4    0.001    0.000    0.015    0.004 ops.py:249(size)
        8    0.000    0.000    0.018    0.002 ops.py:276(group_info)
        8    0.000    0.000    0.018    0.002 ops.py:293(_get_compressed_codes)
        8    0.000    0.000    0.000    0.000 ops.py:312(result_index)
        8    0.000    0.000    0.000    0.000 ops.py:88(__init__)
        4    0.000    0.000    0.000    0.000 ops.py:923(__init__)
        4    0.000    0.000    0.002    0.000 ops.py:931(slabels)
        4    0.000    0.000    0.003    0.001 ops.py:936(sort_idx)
        4    0.000    0.000    0.075    0.019 ops.py:954(_get_sorted_data)
        4    0.000    0.000    0.326    0.082 ops.py:970(fast_apply)
        4    0.000    0.000    0.000    0.000 ops.py:986(get_splitter)
      683    0.000    0.000    0.000    0.000 optimizer.py:23(__init__)
      451    0.002    0.000    0.004    0.000 os.py:670(__getitem__)
      451    0.001    0.000    0.001    0.000 os.py:734(check_str)
      451    0.001    0.000    0.002    0.000 os.py:740(encodekey)
      451    0.001    0.000    0.006    0.000 os.py:766(getenv)
      504    0.076    0.000    0.227    0.000 pairwise.py:202(euclidean_distances)
      504    0.002    0.000    0.003    0.000 pairwise.py:40(_return_float_dtype)
      504    0.003    0.000    0.101    0.000 pairwise.py:64(check_pairwise_arrays)
        2    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        1    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        2    0.000    0.000    0.000    0.000 parse.py:99(_noop)
      683    0.001    0.000    0.058    0.000 parser.py:43(__init__)
      683    0.003    0.000    0.020    0.000 parser.py:887(subparse)
      683    0.002    0.000    0.004    0.000 parser.py:895(flush_data)
      683    0.002    0.000    0.034    0.000 parser.py:935(parse)
   313626    0.506    0.000    3.150    0.000 point.py:130(_set_coords)
   627084    2.082    0.000    2.849    0.000 point.py:196(geos_point_from_py)
   313626    0.300    0.000    3.475    0.000 point.py:36(__init__)
      169    0.000    0.000    0.004    0.000 point.py:52(x)
      169    0.000    0.000    0.006    0.000 point.py:57(y)
      167    0.000    0.000    0.000    0.000 polygon.py:131(__init__)
      167    0.000    0.000    0.000    0.000 polygon.py:136(__iter__)
      167    0.000    0.000    0.000    0.000 polygon.py:141(__next__)
      501    0.001    0.000    0.001    0.000 polygon.py:152(__len__)
      334    0.001    0.000    0.004    0.000 polygon.py:220(__init__)
      334    0.002    0.000    0.005    0.000 polygon.py:249(exterior)
      167    0.000    0.000    0.002    0.000 polygon.py:263(interiors)
      501    0.000    0.000    0.003    0.000 polygon.py:32(__init__)
      334    0.001    0.000    0.003    0.000 polygon.py:500(geos_polygon_from_py)
      167    0.000    0.000    0.002    0.000 polygon.py:68(_set_coords)
       53    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       53    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
     1507    0.005    0.000    0.007    0.000 predicates.py:23(__call__)
        4    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
       23    0.000    0.000    0.000    0.000 range.py:134(_simple_new)
      363    0.000    0.000    0.005    0.000 range.py:153(_data)
       11    0.000    0.000    0.000    0.000 range.py:214(start)
       11    0.000    0.000    0.000    0.000 range.py:237(stop)
       11    0.000    0.000    0.000    0.000 range.py:260(step)
      241    0.000    0.000    0.000    0.000 range.py:320(dtype)
       40    0.000    0.000    0.000    0.000 range.py:324(is_unique)
       16    0.000    0.000    0.000    0.000 range.py:329(is_monotonic_increasing)
      336    0.000    0.000    0.001    0.000 range.py:349(get_loc)
      182    0.001    0.000    0.002    0.000 range.py:393(_shallow_copy)
      193    0.000    0.000    0.002    0.000 range.py:452(equals)
       16    0.000    0.000    0.003    0.000 range.py:626(join)
     1115    0.001    0.000    0.001    0.000 range.py:687(__len__)
       19    0.000    0.000    0.001    0.000 range.py:86(__new__)
       24    0.000    0.000    0.000    0.000 raster_layers.py:101(<lambda>)
        1    0.000    0.000    0.010    0.010 raster_layers.py:79(__init__)
       16    0.000    0.000    0.002    0.000 re.py:250(compile)
       44    0.000    0.000    0.000    0.000 re.py:270(escape)
       16    0.000    0.000    0.002    0.000 re.py:289(_compile)
       12    0.000    0.000    0.000    0.000 re.py:325(_subx)
     1723    0.001    0.000    0.001    0.000 runtime.py:150(resolve_or_missing)
     1372    0.004    0.000    0.007    0.000 runtime.py:183(__init__)
     1372    0.000    0.000    0.000    0.000 runtime.py:194(<genexpr>)
     1723    0.001    0.000    0.002    0.000 runtime.py:234(resolve_or_missing)
        4    0.000    0.000    0.000    0.000 runtime.py:245(get_exported)
       10    0.000    0.000    0.000    0.000 runtime.py:247(<genexpr>)
4400/3360    0.010    0.000    0.067    0.000 runtime.py:260(call)
        6    0.000    0.000    0.000    0.000 runtime.py:573(__init__)
      339    0.001    0.000    0.038    0.000 runtime.py:597(__call__)
      339    0.001    0.000    0.036    0.000 runtime.py:677(_invoke)
     1372    0.002    0.000    0.009    0.000 runtime.py:78(new_context)
1298/1294    0.012    0.000    0.190    0.000 series.py:201(__init__)
      169    0.001    0.000    0.033    0.000 series.py:2741(_construct_result)
        4    0.000    0.000    0.002    0.000 series.py:335(_init_dict)
      878    0.000    0.000    0.000    0.000 series.py:381(_constructor)
      943    0.002    0.000    0.002    0.000 series.py:398(_set_axis)
      354    0.010    0.000    2.539    0.007 series.py:4084(apply)
        4    0.000    0.000    0.000    0.000 series.py:4224(_reduce)
     1634    0.001    0.000    0.004    0.000 series.py:427(dtype)
     2548    0.003    0.000    0.005    0.000 series.py:442(name)
     2345    0.002    0.000    0.004    0.000 series.py:492(name)
       17    0.000    0.000    0.000    0.000 series.py:498(values)
      722    0.001    0.000    0.002    0.000 series.py:540(_values)
      872    0.002    0.000    0.009    0.000 series.py:574(array)
      373    0.000    0.000    0.002    0.000 series.py:595(__len__)
      699    0.001    0.000    0.012    0.000 series.py:750(__array__)
      336    0.001    0.000    0.005    0.000 series.py:868(__getitem__)
      336    0.001    0.000    0.003    0.000 series.py:973(_get_value)
        4    0.000    0.000    0.000    0.000 shape_base.py:20(_atleast_1d_dispatcher)
       10    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
        5    0.000    0.000    0.000    0.000 shape_base.py:219(_vhstack_dispatcher)
        1    0.000    0.000    0.001    0.001 shape_base.py:223(vstack)
        4    0.000    0.000    0.000    0.000 shape_base.py:24(atleast_1d)
        4    0.000    0.000    0.001    0.000 shape_base.py:286(hstack)
        5    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        5    0.000    0.000    0.007    0.001 shape_base.py:612(column_stack)
      507    0.000    0.000    0.000    0.000 shape_base.py:78(_atleast_2d_dispatcher)
      507    0.002    0.000    0.003    0.000 shape_base.py:82(atleast_2d)
        2    0.000    0.000    0.000    0.000 six.py:180(find_module)
        2    0.000    0.000    0.000    0.000 six.py:184(find_module)
        4    0.000    0.000    0.003    0.001 sorting.py:496(get_group_index_sorter)
       22    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       22    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
        7    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       11    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
      7/4    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        4    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
        8    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        4    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
       14    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
     46/4    0.000    0.000    0.001    0.000 sre_compile.py:71(_compile)
        4    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
       47    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       69    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      297    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
        7    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      111    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
    54/12    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        4    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      196    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
       74    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
      131    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
        6    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       32    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
       19    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
        3    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
     13/4    0.000    0.000    0.001    0.000 sre_parse.py:435(_parse_sub)
     37/4    0.000    0.000    0.001    0.000 sre_parse.py:493(_parse)
        4    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       24    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        8    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        4    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        4    0.000    0.000    0.001    0.000 sre_parse.py:937(parse)
        8    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
     4023    0.005    0.000    0.005    0.000 stringsource:345(__cinit__)
     4023    0.001    0.000    0.001    0.000 stringsource:372(__dealloc__)
      894    0.000    0.000    0.000    0.000 stringsource:518(__getbuffer__)
      447    0.000    0.000    0.000    0.000 stringsource:559(__get__)
     3576    0.003    0.000    0.007    0.000 stringsource:657(memoryview_cwrapper)
     3576    0.000    0.000    0.000    0.000 stringsource:663(memoryview_check)
      447    0.000    0.000    0.000    0.000 stringsource:976(__dealloc__)
      447    0.001    0.000    0.002    0.000 stringsource:999(memoryview_fromslice)
        1    0.000    0.000    0.000    0.000 tiles.txt:1(<module>)
